"COMPENDEX SOURCE LIST: UPDATED FEBRUARY 1, 2023",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Advances in Civil Engineering Materials,Journal,23791357,21653984,ASTM International,United States,Civil and Structural Engineering,Mechanics of Materials,Ceramics and Composites,Materials Chemistry,Metals and Alloys,Polymers and Plastics,-,-,-
Advances in Colloid and Interface Science,Journal,00018686,-,Elsevier B.V.,Netherlands,Colloid and Surface Chemistry,Physical and Theoretical Chemistry,Surfaces and Interfaces,-,-,-,-,-,-
Advances in Data Analysis and Classification,Journal,18625347,18625355,Springer Science and Business Media Deutschland GmbH,Germany,Computer Science Applications,Applied Mathematics,-,-,-,-,-,-,-
Advances in Database Technology - EDBT,Proceeding,-,23672005,OpenProceedings.org,Germany,Computer Science Applications,Information Systems,Software,-,-,-,-,-,-
Advances in Engineering Education,Journal,-,19411766,American Society for Engineering Education,United States,Engineering (all),Education,-,-,-,-,-,-,-
Advances in Engineering Software,Journal,09659978,18735339,Elsevier Ltd,United Kingdom,Software,Engineering (all),-,-,-,-,-,-,-
Advances in Geo-Energy Research,Journal,22079963,2208598X,Yandy Scientific Press,Hong Kong,Geotechnical Engineering and Engineering Geology,Energy Engineering and Power Technology,Mechanics of Materials,-,-,-,-,-,-
Advances in Geographic Information Science,Book series,18672434,18672442,Springer Science and Business Media Deutschland GmbH,Germany,Information Systems,Civil and Structural Engineering,"Geography, Planning and Development",-,-,-,-,-,-
Advances in High Energy Physics,Journal,16877357,16877365,Hindawi Limited,United States,Nuclear and High Energy Physics,-,-,-,-,-,-,-,OA (DOAJ)
Advances in Imaging and Electron Physics,Book series,10765670,-,Academic Press Inc.,United States,Electrical and Electronic Engineering,Condensed Matter Physics,Nuclear and High Energy Physics,-,-,-,-,-,-
Advances in Industrial Control,Book series,14309491,21931577,Springer Science and Business Media Deutschland GmbH,United Kingdom,Aerospace Engineering,Automotive Engineering,Control and Systems Engineering,Industrial and Manufacturing Engineering,-,-,-,-,-
Advances in Knowledge Organization,Proceeding,09385495,-,Nomos Verlagsgesellschaft mbH und Co KG,Germany,Computer Science Applications,Information Systems,Information Systems and Management,-,-,-,-,-,-
Advances in Manufacturing,Journal,20953127,21953597,Shanghai University,China,Industrial and Manufacturing Engineering,Mechanical Engineering,Mechanics of Materials,Polymers and Plastics,-,-,-,-,-
Advances in Materials Science and Engineering,Journal,16878434,16878442,Hindawi Limited,United States,Engineering (all),Materials Science (all),-,-,-,-,-,-,OA (DOAJ)
Advances in Mechanics,Journal,10000992,-,Chinese Academy of Mechanics,China,Mechanical Engineering,Mathematical Physics,-,-,-,-,-,-,-
Advances in Modal Logic,Proceeding,-,-,College Publications,United States,Computational Theory and Mathematics,Computational Mathematics,Logic,-,-,-,-,-,-
Advances in Multimedia,Journal,16875680,16875699,Hindawi Limited,United States,Computer Science (all),-,-,-,-,-,-,-,OA (DOAJ)
Advances in Nano Research,Journal,2287237X,22872388,Techno-Press,South Korea,Biotechnology,Catalysis,Fluid Flow and Transfer Processes,Electrical and Electronic Engineering,Mechanical Engineering,Ceramics and Composites,"Electronic, Optical and Magnetic Materials","Atomic and Molecular Physics, and Optics",-
Advances in Natural Sciences: Nanoscience and Nanotechnology,Journal,-,20436262,Institute of Physics,United Kingdom,Electrical and Electronic Engineering,Industrial and Manufacturing Engineering,Materials Science (all),-,-,-,-,-,-
Advances in Neural Information Processing Systems,Proceeding,10495258,-,Neural information processing systems foundation,United States,Computer Networks and Communications,Information Systems,Signal Processing,-,-,-,-,-,-
Advances in Optics and Photonics,Journal,-,19438206,Optica Publishing Group (formerly OSA),United States,Water Science and Technology,"Atomic and Molecular Physics, and Optics",-,-,-,-,-,-,-
Advances in Physics,Journal,00018732,14606976,Taylor and Francis Ltd.,United Kingdom,Condensed Matter Physics,-,-,-,-,-,-,-,-
Advances in Polymer Technology,Journal,07306679,10982329,Hindawi Limited,United States,Chemical Engineering (all),Organic Chemistry,Polymers and Plastics,-,-,-,-,-,OA (DOAJ)
Advances in Radio Science,Journal,16849965,16849973,Copernicus Publications,Germany,Electrical and Electronic Engineering,-,-,-,-,-,-,-,OA (DOAJ/ROAD)
Advances in Space Research,Journal,02731177,18791948,Elsevier Ltd,United Kingdom,Earth and Planetary Sciences (all),Atmospheric Science,Geophysics,Space and Planetary Science,Aerospace Engineering,Astronomy and Astrophysics,-,-,OA (DOAJ)
Advances in Structural Engineering,Journal,13694332,20484011,SAGE Publications Inc.,United Kingdom,Civil and Structural Engineering,Building and Construction,-,-,-,-,-,-,-
Advances in Textiles Technology,Trade journal,14720256,-,Boughton Technical Media,United Kingdom,Polymers and Plastics,-,-,-,-,-,-,-,-
Advances in the Astronautical Sciences,Proceeding,00653438,-,Univelt Inc.,United States,Space and Planetary Science,Aerospace Engineering,-,-,-,-,-,-,-
Advances in Transdisciplinary Engineering,Proceeding,-,-,IOS Press BV,Netherlands,Strategy and Management,Computer Science Applications,Software,Industrial and Manufacturing Engineering,Algebra and Number Theory,-,-,-,-
Advances in Transportation Studies,Journal,18245463,-,Aracne Editrice,Italy,Automotive Engineering,Civil and Structural Engineering,"Safety, Risk, Reliability and Quality",Transportation,-,-,-,-,-
Advances in Water Resources,Journal,03091708,-,Elsevier Ltd,United Kingdom,Water Science and Technology,-,-,-,-,-,-,-,OA (DOAJ)
Advancing Microelectronics,Journal,22228748,-,IMAPS-International Microelectronics and Packaging Society,United States,Electrical and Electronic Engineering,-,-,-,-,-,-,-,-
Aeronautical Journal,Journal,00019240,20596464,Cambridge University Press,United Kingdom,Aerospace Engineering,-,-,-,-,-,-,-,-
Aerosol and Air Quality Research,Journal,16808584,20711409,AAGR Aerosol and Air Quality Research,Taiwan,Environmental Chemistry,Pollution,-,-,-,-,-,-,OA (DOAJ)
Aerosol Science and Engineering,Journal,2510375X,25103768,Springer,Singapore,Environmental Chemistry,Pollution,Materials Science (all),-,-,-,-,-,-
Aerosol Science and Technology,Journal,02786826,15217388,Taylor and Francis Ltd.,United States,Environmental Chemistry,Pollution,Materials Science (all),-,-,-,-,-,-
Aerospace America,Trade journal,0740722X,-,AIAA International,United States,Aerospace Engineering,-,-,-,-,-,-,-,-
Aerospace Science and Technology,Journal,12709638,-,Elsevier Masson s.r.l.,France,Aerospace Engineering,-,-,-,-,-,-,-,-
AES: Journal of the Audio Engineering Society,Journal,15494950,-,Audio Engineering Society,United States,Music,Engineering (all),-,-,-,-,-,-,-
AES-ATEMA International Conference Series - Advances and Trends in Engineering Materials and their Applications,Proceeding,19243642,-,Advanced Engineering Solutions,United States,Mechanics of Materials,Materials Science (all),-,-,-,-,-,-,-
AEU - International Journal of Electronics and Communications,Journal,14348411,16180399,Elsevier GmbH,Germany,Electrical and Electronic Engineering,-,-,-,-,-,-,-,-
Agricultural Research,Journal,2249720X,22497218,Springer,India,Agronomy and Crop Science,Food Science,Plant Science,-,-,-,-,-,-
Agricultural Water Management,Journal,03783774,18732283,Elsevier B.V.,Netherlands,Agronomy and Crop Science,Soil Science,Earth-Surface Processes,Water Science and Technology,-,-,-,-,OA (DOAJ)
AI and Society,Journal,09515666,14355655,Springer Science and Business Media Deutschland GmbH,United Kingdom,Philosophy,Artificial Intelligence,Human-Computer Interaction,-,-,-,-,-,-
AI Communications,Journal,09217126,-,IOS Press BV,Netherlands,Artificial Intelligence,-,-,-,-,-,-,-,-
AI Magazine,Journal,07384602,23719621,John Wiley and Sons Inc,United States,Artificial Intelligence,-,-,-,-,-,-,-,-
AIAA Journal,Journal,00011452,1533385X,AIAA International,United States,Aerospace Engineering,-,-,-,-,-,-,-,-
AIAA/IEEE Digital Avionics Systems Conference - Proceedings,Proceeding,21557195,21557209,Institute of Electrical and Electronics Engineers Inc.,United States,Aerospace Engineering,Electrical and Electronic Engineering,-,-,-,-,-,-,-
"AIChE Annual Meeting, Conference Proceedings",Proceeding,-,-,American Institute of Chemical Engineers,United States,Chemical Engineering (all),Chemistry (all),-,-,-,-,-,-,-
AIChE Journal,Journal,00011541,15475905,John Wiley and Sons Inc,United States,Biotechnology,Chemical Engineering (all),Environmental Engineering,-,-,-,-,-,OA (DOAJ)
AIJ Journal of Technology and Design,Journal,13419463,18818188,Architectural Institute of Japan,Japan,Building and Construction,Architecture,-,-,-,-,-,-,-
AIMS Energy,Journal,23338326,23338334,AIMS Press,United States,Energy Engineering and Power Technology,Fuel Technology,"Renewable Energy, Sustainability and the Environment",-,-,-,-,-,OA (DOAJ)
Ain Shams Engineering Journal,Journal,20904479,-,Ain Shams University,Egypt,Engineering (all),-,-,-,-,-,-,-,OA (DOAJ)
AIP Advances,Journal,-,21583226,American Institute of Physics Inc.,United States,Physics and Astronomy (all),-,-,-,-,-,-,-,OA (DOAJ/ROAD)
Air Force Magazine,Journal,07306784,-,Air Force Association,United States,Aerospace Engineering,-,-,-,-,-,-,-,-
Aircraft Engineering and Aerospace Technology,Journal,17488842,-,Emerald Publishing,United Kingdom,Aerospace Engineering,-,-,-,-,-,-,-,-
AISTech - Iron and Steel Technology Conference Proceedings,Proceeding,15516997,-,Association for Iron and Steel Technology,United States,Industrial and Manufacturing Engineering,-,-,-,-,-,-,-,-
Alexandria Engineering Journal,Journal,11100168,-,Elsevier B.V.,Netherlands,Engineering (all),-,-,-,-,-,-,-,OA (DOAJ)
Algebras and Representation Theory,Journal,1386923X,15729079,Springer Science and Business Media B.V.,Netherlands,Mathematics (all),-,-,-,-,-,-,-,-
Algorithmica,Journal,01784617,14320541,Springer,United States,Computer Science (all),Computer Science Applications,Applied Mathematics,-,-,-,-,-,-
Algorithms,Journal,-,19994893,MDPI,Switzerland,Computational Theory and Mathematics,Computational Mathematics,Numerical Analysis,Theoretical Computer Science,-,-,-,-,OA (DOAJ/ROAD)
American Ceramic Society Bulletin,Trade journal,00027812,-,American Ceramic Society,United States,Ceramics and Composites,-,-,-,-,-,-,-,-
American City and County,Journal,0149337X,-,UBM Exhibition Singapore PTE LTD,United States,Civil and Structural Engineering,Water Science and Technology,-,-,-,-,-,-,-
"American Concrete Institute, ACI Special Publication",Proceeding,01932527,-,American Concrete Institute,United States,Civil and Structural Engineering,Building and Construction,Materials Science (all),-,-,-,-,-,-
American Journal of Biochemistry and Biotechnology,Journal,15533468,15586332,Science Publications,United States,Biochemistry,Biotechnology,-,-,-,-,-,-,-
American Journal of Mathematical and Management Sciences,Journal,01966324,-,Taylor and Francis Ltd.,United States,"Business, Management and Accounting (all)",Applied Mathematics,-,-,-,-,-,-,-
American Laboratory,Trade journal,00447749,-,CompareNetworks Inc.,United States,"Biochemistry, Genetics and Molecular Biology (all)",Chemistry (all),-,-,-,-,-,-,-
American Mineralogist,Journal,0003004X,19453027,De Gruyter Open Ltd,United States,Geochemistry and Petrology,Geophysics,-,-,-,-,-,-,OA (DOAJ/ROAD)
"American Society of Mechanical Engineers, Advanced Energy Systems Division (Publication) AES",Proceeding,10716947,-,American Society of Mechanical Engineers (ASME),United States,Energy Engineering and Power Technology,Mechanical Engineering,-,-,-,-,-,-,OA (ROAD)
"American Society of Mechanical Engineers, Aerospace Division (Publication) AD",Proceeding,07334230,-,American Society of Mechanical Engineers (ASME),United States,Aerospace Engineering,Mechanical Engineering,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Applied Mechanics Division, AMD",Proceeding,01608835,-,American Society of Mechanical Engineers (ASME),United States,Mechanical Engineering,-,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Bioengineering Division (Publication) BED",Proceeding,-,-,American Society of Mechanical Engineers (ASME),United States,Bioengineering,Mechanical Engineering,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Computers and Information in Engineering Division, CED",Proceeding,-,-,American Society of Mechanical Engineers (ASME),United States,Computer Science (all),Mechanical Engineering,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Design Engineering Division (Publication) DE",Proceeding,-,-,American Society of Mechanical Engineers (ASME),United States,Mechanical Engineering,-,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Dynamic Systems and Control Division (Publication) DSCC",Proceeding,-,-,American Society of Mechanical Engineers (ASME),United States,Control and Systems Engineering,Mechanical Engineering,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Electronic and Photonic Packaging, EPP",Proceeding,-,-,American Society of Mechanical Engineers (ASME),United States,Electrical and Electronic Engineering,Mechanical Engineering,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Fluids Engineering Division (Publication) FEDSM",Proceeding,08888116,-,American Society of Mechanical Engineers (ASME),United States,Mechanical Engineering,-,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Fuels and Combustion Technologies Division (Publication) FACT",Proceeding,1066503X,-,American Society of Mechanical Engineers (ASME),United States,Fuel Technology,Mechanical Engineering,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Heat Transfer Division, (Publication) HTD",Proceeding,02725673,-,American Society of Mechanical Engineers (ASME),United States,Fluid Flow and Transfer Processes,Mechanical Engineering,-,-,-,-,-,-,-
"American Society of Mechanical Engineers, Internal Combustion Engine Division (Publication) ICE",Proceeding,10665048,-,American Society of Mechanical Engineers (ASME),United States,Automotive Engineering,Mechanical Engineering,-,-,-,-,-,-,-
